prompt_family,decision,grouping,level,num_trajectories,original_accuracy,flipped_accuracy,accuracy_change,original_seed_pooled_accuracy,flipped_seed_pooled_accuracy,seed_pooled_accuracy_change,original_first_label_rate,flipped_first_label_rate,prediction_changed_count,improved_count,worsened_count,mean_score_delta_flip_minus_original
side,100pct,layout_x_target_side,L3/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.08008655235171318
side,100pct,layout_x_target_side,L3/right,6,0.0,0.5,0.5,0.03333333333333333,0.5166666666666667,0.48333333333333334,1.0,0.5,3,3,0,0.14606560319662096
side,100pct,condition_x_target_side,C0/left,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.18973954804241655
side,100pct,condition_x_target_side,C0/right,4,0.0,0.0,0.0,0.05,0.025,-0.025,1.0,1.0,0,0,0,0.051532114110887046
side,100pct,condition_x_target_side,C1/left,4,1.0,1.0,0.0,1.0,0.9,-0.1,1.0,1.0,0,0,0,0.04886612240225075
side,100pct,condition_x_target_side,C1/right,4,0.0,1.0,1.0,0.0,0.8999999999999999,0.8999999999999999,1.0,0.0,4,4,0,0.19474960342049596
side,100pct,condition_x_target_side,C2/left,4,1.0,1.0,0.0,0.875,1.0,0.125,1.0,1.0,0,0,0,-0.023629305511713022
side,100pct,condition_x_target_side,C2/right,4,0.0,0.5,0.5,0.0,0.7250000000000001,0.7250000000000001,1.0,0.5,2,2,0,0.23793078046292065
side,100pct,target_color_x_target_side,blue/left,6,1.0,1.0,0.0,0.9166666666666666,0.9333333333333332,0.016666666666666663,1.0,1.0,0,0,0,0.06862150169909
side,100pct,target_color_x_target_side,blue/right,6,0.0,0.3333333333333333,0.3333333333333333,0.0,0.4666666666666666,0.4666666666666666,1.0,0.6666666666666666,2,2,0,0.17798216765125588
side,100pct,target_color_x_target_side,red/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.07469607492287951
side,100pct,target_color_x_target_side,red/right,6,0.0,0.6666666666666666,0.6666666666666666,0.03333333333333333,0.6333333333333333,0.6,1.0,0.3333333333333333,4,4,0,0.14482616434494655
side,flat,overall,all,24,0.5,0.75,0.25,0.4875,0.7583333333333333,0.2708333333333333,1.0,0.75,6,6,0,0.013460224172506507
side,flat,layout,L1,12,0.5,0.75,0.25,0.4583333333333333,0.7583333333333333,0.3,1.0,0.75,3,3,0,0.014085149328845241
side,flat,layout,L3,12,0.5,0.75,0.25,0.5166666666666667,0.7583333333333333,0.24166666666666667,1.0,0.75,3,3,0,0.01283529901616777
side,flat,target_color,blue,12,0.5,0.6666666666666666,0.16666666666666666,0.4583333333333333,0.6999999999999998,0.24166666666666667,1.0,0.8333333333333334,2,2,0,0.014243802192655428
side,flat,target_color,red,12,0.5,0.8333333333333334,0.3333333333333333,0.5166666666666667,0.8166666666666665,0.3,1.0,0.6666666666666666,4,4,0,0.012676646152357585
side,flat,target_side,left,12,1.0,1.0,0.0,0.9583333333333334,0.9666666666666667,0.008333333333333331,1.0,1.0,0,0,0,0.009130215766755016
side,flat,target_side,right,12,0.0,0.5,0.5,0.016666666666666666,0.5499999999999999,0.5333333333333333,1.0,0.5,6,6,0,0.017790232578257993
side,flat,blue_side,left,12,0.5,0.8333333333333334,0.3333333333333333,0.47500000000000003,0.7833333333333333,0.30833333333333335,1.0,0.6666666666666666,4,4,0,0.012323095356804079
side,flat,blue_side,right,12,0.5,0.6666666666666666,0.16666666666666666,0.5,0.7333333333333334,0.2333333333333333,1.0,0.8333333333333334,2,2,0,0.014597352988208934
side,flat,trajectory_condition,C0,8,0.5,0.5,0.0,0.525,0.5125,-0.0125,1.0,1.0,0,0,0,0.015079478884581474
side,flat,trajectory_condition,C1,8,0.5,1.0,0.5,0.5,0.9,0.4,1.0,0.5,4,4,0,0.01459135347459879
side,flat,trajectory_condition,C2,8,0.5,0.75,0.25,0.4375,0.8625,0.42500000000000004,1.0,0.75,2,2,0,0.010709840158339251
side,flat,layout_x_target_side,L1/left,6,1.0,1.0,0.0,0.9166666666666666,0.9333333333333332,0.016666666666666663,1.0,1.0,0,0,0,0.008351966145758826
side,flat,layout_x_target_side,L1/right,6,0.0,0.5,0.5,0.0,0.5833333333333334,0.5833333333333334,1.0,0.5,3,3,0,0.019818332511931654
side,flat,layout_x_target_side,L3/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.009908465387751206
side,flat,layout_x_target_side,L3/right,6,0.0,0.5,0.5,0.03333333333333333,0.5166666666666667,0.48333333333333334,1.0,0.5,3,3,0,0.015762132644584332
side,flat,condition_x_target_side,C0/left,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.02371744350530207
side,flat,condition_x_target_side,C0/right,4,0.0,0.0,0.0,0.05,0.025,-0.025,1.0,1.0,0,0,0,0.006441514263860881
side,flat,condition_x_target_side,C1/left,4,1.0,1.0,0.0,1.0,0.9,-0.1,1.0,1.0,0,0,0,0.006046601524576543
side,flat,condition_x_target_side,C1/right,4,0.0,1.0,1.0,0.0,0.8999999999999999,0.8999999999999999,1.0,0.0,4,4,0,0.023136105424621037
side,flat,condition_x_target_side,C2/left,4,1.0,1.0,0.0,0.875,1.0,0.125,1.0,1.0,0,0,0,-0.0023733977296135625
side,flat,condition_x_target_side,C2/right,4,0.0,0.5,0.5,0.0,0.7250000000000001,0.7250000000000001,1.0,0.5,2,2,0,0.023793078046292066
side,flat,target_color_x_target_side,blue/left,6,1.0,1.0,0.0,0.9166666666666666,0.9333333333333332,0.016666666666666663,1.0,1.0,0,0,0,0.008776664971201506
side,flat,target_color_x_target_side,blue/right,6,0.0,0.3333333333333333,0.3333333333333333,0.0,0.4666666666666666,0.4666666666666666,1.0,0.6666666666666666,2,2,0,0.01971093941410934
side,flat,target_color_x_target_side,red/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.009483766562308526
side,flat,target_color_x_target_side,red/right,6,0.0,0.6666666666666666,0.6666666666666666,0.03333333333333333,0.6333333333333333,0.6,1.0,0.3333333333333333,4,4,0,0.01586952574240665
side,linear,overall,all,24,0.5,0.7916666666666666,0.2916666666666667,0.5125000000000001,0.8041666666666666,0.2916666666666667,1.0,0.7083333333333334,7,7,0,0.017372124878350985
side,linear,layout,L1,12,0.5,0.8333333333333334,0.3333333333333333,0.5083333333333333,0.8250000000000001,0.31666666666666665,1.0,0.6666666666666666,4,4,0,0.01734462540734697
side,linear,layout,L3,12,0.5,0.75,0.25,0.5166666666666667,0.7833333333333333,0.26666666666666666,1.0,0.75,3,3,0,0.017399624349354995
side,linear,target_color,blue,12,0.5,0.75,0.25,0.5083333333333333,0.8000000000000002,0.2916666666666667,1.0,0.75,3,3,0,0.01734316033411533
side,linear,target_color,red,12,0.5,0.8333333333333334,0.3333333333333333,0.5166666666666667,0.8083333333333332,0.2916666666666667,1.0,0.6666666666666666,4,4,0,0.017401089422586644
side,linear,target_side,left,12,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.014370098722446397
side,linear,target_side,right,12,0.0,0.5833333333333334,0.5833333333333334,0.025000000000000005,0.6083333333333334,0.5833333333333334,1.0,0.4166666666666667,7,7,0,0.020374151034255574
side,linear,blue_side,left,12,0.5,0.8333333333333334,0.3333333333333333,0.5166666666666667,0.8083333333333332,0.2916666666666667,1.0,0.6666666666666666,4,4,0,0.015062548672836837
side,linear,blue_side,right,12,0.5,0.75,0.25,0.5083333333333333,0.8000000000000002,0.2916666666666667,1.0,0.75,3,3,0,0.019681701083865136
side,linear,trajectory_condition,C0,8,0.5,0.5,0.0,0.5375000000000001,0.5125,-0.025,1.0,1.0,0,0,0,0.020778474061646394
side,linear,trajectory_condition,C1,8,0.5,1.0,0.5,0.5,0.95,0.44999999999999996,1.0,0.5,4,4,0,0.017297529936250715
side,linear,trajectory_condition,C2,8,0.5,0.875,0.375,0.5,0.95,0.44999999999999996,1.0,0.625,3,3,0,0.014040370637155845
side,linear,layout_x_target_side,L1/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.01181549162638408
side,linear,layout_x_target_side,L1/right,6,0.0,0.6666666666666666,0.6666666666666666,0.016666666666666666,0.65,0.6333333333333333,1.0,0.3333333333333333,4,4,0,0.02287375918830986
side,linear,layout_x_target_side,L3/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.016924705818508714
side,linear,layout_x_target_side,L3/right,6,0.0,0.5,0.5,0.03333333333333333,0.5666666666666667,0.5333333333333333,1.0,0.5,3,3,0,0.017874542880201284
side,linear,condition_x_target_side,C0/left,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.03374486975889239
side,linear,condition_x_target_side,C0/right,4,0.0,0.0,0.0,0.07500000000000001,0.025,-0.05,1.0,1.0,0,0,0,0.007812078364400402
side,linear,condition_x_target_side,C1/left,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.008969579223129484
side,linear,condition_x_target_side,C1/right,4,0.0,1.0,1.0,0.0,0.8999999999999999,0.8999999999999999,1.0,0.0,4,4,0,0.025625480649371944
side,linear,condition_x_target_side,C2/left,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0003958471853173144
side,linear,condition_x_target_side,C2/right,4,0.0,0.75,0.75,0.0,0.8999999999999999,0.8999999999999999,1.0,0.25,3,3,0,0.027684894088994376
side,linear,target_color_x_target_side,blue/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.012031557972696588
side,linear,target_color_x_target_side,blue/right,6,0.0,0.5,0.5,0.016666666666666666,0.6,0.5833333333333334,1.0,0.5,3,3,0,0.022654762695534066
side,linear,target_color_x_target_side,red/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.016708639472196207
side,linear,target_color_x_target_side,red/right,6,0.0,0.6666666666666666,0.6666666666666666,0.03333333333333333,0.6166666666666667,0.5833333333333334,1.0,0.3333333333333333,4,4,0,0.018093539372977085
side,exponential,overall,all,24,0.5,0.7916666666666666,0.2916666666666667,0.5458333333333333,0.7458333333333332,0.20000000000000004,1.0,0.7083333333333334,7,7,0,0.017480951388966357
side,exponential,layout,L1,12,0.5,0.8333333333333334,0.3333333333333333,0.5499999999999999,0.8166666666666665,0.26666666666666666,1.0,0.6666666666666666,4,4,0,0.016813911435428323
side,exponential,layout,L3,12,0.5,0.75,0.25,0.5416666666666666,0.6749999999999999,0.13333333333333333,1.0,0.75,3,3,0,0.018147991342504388
side,exponential,target_color,blue,12,0.5,0.75,0.25,0.5499999999999999,0.725,0.17500000000000002,1.0,0.75,3,3,0,0.01594334473697071
side,exponential,target_color,red,12,0.5,0.8333333333333334,0.3333333333333333,0.5416666666666666,0.7666666666666666,0.225,1.0,0.6666666666666666,4,4,0,0.019018558040962006
side,exponential,target_side,left,12,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.01800400892921381
side,exponential,target_side,right,12,0.0,0.5833333333333334,0.5833333333333334,0.09166666666666667,0.4916666666666667,0.39999999999999997,1.0,0.4166666666666667,7,7,0,0.016957893848718906
side,exponential,blue_side,left,12,0.5,0.8333333333333334,0.3333333333333333,0.5416666666666666,0.7666666666666666,0.225,1.0,0.6666666666666666,4,4,0,0.014812602348190785
side,exponential,blue_side,right,12,0.5,0.75,0.25,0.5499999999999999,0.725,0.17500000000000002,1.0,0.75,3,3,0,0.020149300429741928
side,exponential,trajectory_condition,C0,8,0.5,0.5,0.0,0.55,0.525,-0.024999999999999998,1.0,1.0,0,0,0,0.021708631434283126
side,exponential,trajectory_condition,C1,8,0.5,1.0,0.5,0.5625,0.875,0.3125,1.0,0.5,4,4,0,0.01623394745015848
side,exponential,trajectory_condition,C2,8,0.5,0.875,0.375,0.525,0.8374999999999999,0.3125,1.0,0.625,3,3,0,0.014500275282457462
side,exponential,layout_x_target_side,L1/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.01337418727538802
side,exponential,layout_x_target_side,L1/right,6,0.0,0.6666666666666666,0.6666666666666666,0.10000000000000002,0.6333333333333334,0.5333333333333333,1.0,0.3333333333333333,4,4,0,0.020253635595468625
side,exponential,layout_x_target_side,L3/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0226338305830396
side,exponential,layout_x_target_side,L3/right,6,0.0,0.5,0.5,0.08333333333333333,0.3499999999999999,0.26666666666666666,1.0,0.5,3,3,0,0.013662152101969178
side,exponential,condition_x_target_side,C0/left,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.03823524498109311
side,exponential,condition_x_target_side,C0/right,4,0.0,0.0,0.0,0.1,0.05,-0.049999999999999996,1.0,1.0,0,0,0,0.0051820178874731415
side,exponential,condition_x_target_side,C1/left,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.012074461087186782
side,exponential,condition_x_target_side,C1/right,4,0.0,1.0,1.0,0.125,0.75,0.625,1.0,0.0,4,4,0,0.020393433813130177
side,exponential,condition_x_target_side,C2/left,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.0037023207193615376
side,exponential,condition_x_target_side,C2/right,4,0.0,0.75,0.75,0.05,0.6749999999999999,0.625,1.0,0.25,3,3,0,0.02529822984555339
side,exponential,target_color_x_target_side,blue/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.01379805323644259
side,exponential,target_color_x_target_side,blue/right,6,0.0,0.5,0.5,0.09999999999999999,0.44999999999999996,0.35000000000000003,1.0,0.5,3,3,0,0.018088636237498828
side,exponential,target_color_x_target_side,red/left,6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.022209964621985028
side,exponential,target_color_x_target_side,red/right,6,0.0,0.6666666666666666,0.6666666666666666,0.08333333333333333,0.5333333333333333,0.45,1.0,0.3333333333333333,4,4,0,0.015827151459938977
