episode_id,layout_id,trajectory_condition,target_color,target_side_base,blue_block_side_base,red_block_side_base,prompt_family,decision,target_label,original_score,flipped_score,score_delta_flip_minus_original,original_prediction,flipped_prediction,prediction_changed,original_correct,flipped_correct,accuracy_change,original_seed_correct_rate,flipped_seed_correct_rate,seed_accuracy_change
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,right,left,side,20pct,right,-0.014161241054534916,0.015339531898498536,0.029500772953033452,left,right,1,0,1,1,0.3,0.7,0.39999999999999997
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,right,left,side,30pct,right,-0.04992694497108459,0.01664233684539795,0.06656928181648254,left,right,1,0,1,1,0.0,0.6,0.6
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,right,left,side,40pct,right,-0.08729459434747697,0.023478332757949832,0.1107729271054268,left,right,1,0,1,1,0.0,0.7,0.7
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,right,left,side,100pct,right,-0.19374337345361706,0.03686078935861588,0.23060416281223295,left,right,1,0,1,1,0.0,0.9,0.9
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,right,left,side,flat,right,-0.024217921681702132,0.004607598669826985,0.02882552035152912,left,right,1,0,1,1,0.0,0.9,0.9
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,right,left,side,linear,right,-0.02576547074649069,0.007532162674599223,0.03329763342108991,left,right,1,0,1,1,0.0,0.9,0.9
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,right,left,side,exponential,right,-0.021803851613833688,0.008328559613973587,0.030132411227807274,left,right,1,0,1,1,0.0,0.7,0.7
2026_08_18_00_51_25_610649_L1_right_C2,L1,C2,blue,right,right,left,side,10pct,right,-0.025818787179887295,-0.005750676691532135,0.020068110488355162,left,left,0,0,0,0,0.0,0.1,0.1
2026_08_18_00_51_25_610649_L1_right_C2,L1,C2,blue,right,right,left,side,20pct,right,-0.05903280332684518,-0.011272839903831482,0.047759963423013696,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_51_25_610649_L1_right_C2,L1,C2,blue,right,right,left,side,30pct,right,-0.12071756191551683,0.0019996139034628834,0.12271717581897972,left,right,1,0,1,1,0.0,0.6,0.6
2026_08_18_00_51_25_610649_L1_right_C2,L1,C2,blue,right,right,left,side,40pct,right,-0.16583433032035827,0.02813346564769746,0.19396779596805575,left,right,1,0,1,1,0.0,1.0,1.0
2026_08_18_00_51_25_610649_L1_right_C2,L1,C2,blue,right,right,left,side,100pct,right,-0.34052675962448115,-0.002198711037635799,0.33832804858684534,left,left,0,0,0,0,0.0,0.6,0.6
2026_08_18_00_51_25_610649_L1_right_C2,L1,C2,blue,right,right,left,side,flat,right,-0.03405267596244811,-0.00021987110376357988,0.033832804858684534,left,left,0,0,0,0,0.0,0.6,0.6
2026_08_18_00_51_25_610649_L1_right_C2,L1,C2,blue,right,right,left,side,linear,right,-0.03763936833901839,0.0031129510836167777,0.040752319422635165,left,right,1,0,1,1,0.0,0.9,0.9
2026_08_18_00_51_25_610649_L1_right_C2,L1,C2,blue,right,right,left,side,exponential,right,-0.03676912146311706,0.0024249595918918935,0.039194081055008954,left,right,1,0,1,1,0.0,0.9,0.9
2026_08_18_00_52_54_907596_L3_right_C0,L3,C0,blue,right,right,left,side,10pct,right,-0.015305753909051418,-0.0206612597592175,-0.005355505850166082,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_52_54_907596_L3_right_C0,L3,C0,blue,right,right,left,side,20pct,right,-0.05055205041542649,-0.04472122373990715,0.005830826675519346,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_52_54_907596_L3_right_C0,L3,C0,blue,right,right,left,side,30pct,right,-0.09672708693891763,-0.06507930944673716,0.031647777492180465,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_52_54_907596_L3_right_C0,L3,C0,blue,right,right,left,side,40pct,right,-0.144824310336262,-0.07530637837946415,0.06951793195679785,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_52_54_907596_L3_right_C0,L3,C0,blue,right,right,left,side,100pct,right,-0.22989578247070314,-0.12376430481672288,0.10613147765398026,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_52_54_907596_L3_right_C0,L3,C0,blue,right,right,left,side,flat,right,-0.028736972808837892,-0.01547053810209036,0.013266434706747533,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_52_54_907596_L3_right_C0,L3,C0,blue,right,right,left,side,linear,right,-0.03517117543766897,-0.017111860029399392,0.018059315408269577,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_52_54_907596_L3_right_C0,L3,C0,blue,right,right,left,side,exponential,right,-0.03615293560949649,-0.020208228425978077,0.015944707183518415,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_53_23_339528_L3_right_C1,L3,C1,blue,right,right,left,side,10pct,right,0.03170829612761736,-0.010467397570610049,-0.04217569369822741,right,left,1,1,0,-1,1.0,0.2,-0.8
2026_08_18_00_53_23_339528_L3_right_C1,L3,C1,blue,right,right,left,side,20pct,right,0.019640080109238626,-0.01877361945807934,-0.038413699567317966,right,left,1,1,0,-1,0.6,0.1,-0.5
2026_08_18_00_53_23_339528_L3_right_C1,L3,C1,blue,right,right,left,side,30pct,right,-0.007256686240434639,-0.005053493194282062,0.0022031930461525774,left,left,0,0,0,0,0.4,0.5,0.09999999999999998
2026_08_18_00_53_23_339528_L3_right_C1,L3,C1,blue,right,right,left,side,40pct,right,-0.03978883907198906,0.0205377434194088,0.06032658249139786,left,right,1,0,1,1,0.2,0.9,0.7
2026_08_18_00_53_23_339528_L3_right_C1,L3,C1,blue,right,right,left,side,100pct,right,-0.15109300166368486,0.03474298790097236,0.18583598956465722,left,right,1,0,1,1,0.0,1.0,1.0
2026_08_18_00_53_23_339528_L3_right_C1,L3,C1,blue,right,right,left,side,flat,right,-0.016788111295964983,0.0038603319889969293,0.02064844328496191,left,right,1,0,1,1,0.0,1.0,1.0
2026_08_18_00_53_23_339528_L3_right_C1,L3,C1,blue,right,right,left,side,linear,right,-0.015967391398217942,0.005544132457839118,0.02151152385605706,left,right,1,0,1,1,0.0,1.0,1.0
2026_08_18_00_53_23_339528_L3_right_C1,L3,C1,blue,right,right,left,side,exponential,right,-0.009695721108200418,0.003025385474591846,0.012721106582792265,left,right,1,0,1,1,0.2,0.6,0.39999999999999997
2026_08_18_00_53_52_283658_L3_right_C2,L3,C2,blue,right,right,left,side,10pct,right,0.021077760234475135,-0.02711038537323475,-0.048188145607709884,right,left,1,1,0,-1,0.8,0.0,-0.8
2026_08_18_00_53_52_283658_L3_right_C2,L3,C2,blue,right,right,left,side,20pct,right,-0.010918695665895938,-0.027555220760405064,-0.016636525094509125,left,left,0,0,0,0,0.6,0.0,-0.6
2026_08_18_00_53_52_283658_L3_right_C2,L3,C2,blue,right,right,left,side,30pct,right,-0.04245928408578038,-0.0068892333144322075,0.03557005077134817,left,left,0,0,0,0,0.1,0.3,0.19999999999999998
2026_08_18_00_53_52_283658_L3_right_C2,L3,C2,blue,right,right,left,side,40pct,right,-0.058144981935620316,0.013880429826676841,0.07202541176229715,left,right,1,0,1,1,0.1,0.7,0.6
2026_08_18_00_53_52_283658_L3_right_C2,L3,C2,blue,right,right,left,side,100pct,right,-0.1803348138928413,-0.013065508753061294,0.16726930513978003,left,left,0,0,0,0,0.0,0.3,0.3
2026_08_18_00_53_52_283658_L3_right_C2,L3,C2,blue,right,right,left,side,flat,right,-0.01803348138928413,-0.0013065508753061293,0.016726930513978,left,left,0,0,0,0,0.0,0.3,0.3
2026_08_18_00_53_52_283658_L3_right_C2,L3,C2,blue,right,right,left,side,linear,right,-0.01720318000424992,-3.201668912714231e-05,0.017171163315122775,left,left,0,0,0,0,0.0,0.7,0.7
2026_08_18_00_53_52_283658_L3_right_C2,L3,C2,blue,right,right,left,side,exponential,right,-0.013321088128371308,-0.0022132147478784708,0.011107873380492838,left,left,0,0,0,0,0.1,0.3,0.19999999999999998
2026_08_18_00_54_32_747715_L3_left_C0,L3,C0,red,left,right,left,side,10pct,left,-0.062047925591468815,-0.005972123891115189,0.056075801700353624,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_54_32_747715_L3_left_C0,L3,C0,red,left,right,left,side,20pct,left,-0.12610550820827485,-0.017796942591667177,0.10830856561660768,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_54_32_747715_L3_left_C0,L3,C0,red,left,right,left,side,30pct,left,-0.188169239833951,-0.04138374254107475,0.14678549729287627,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_54_32_747715_L3_left_C0,L3,C0,red,left,right,left,side,40pct,left,-0.24423561245203018,-0.08264181017875671,0.16159380227327347,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_54_32_747715_L3_left_C0,L3,C0,red,left,right,left,side,100pct,left,-0.384354905039072,-0.17729114443063734,0.20706376060843465,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_54_32_747715_L3_left_C0,L3,C0,red,left,right,left,side,flat,left,-0.048044363129884,-0.022161393053829668,0.02588297007605433,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_54_32_747715_L3_left_C0,L3,C0,red,left,right,left,side,linear,left,-0.06382946347196898,-0.0250515579763386,0.038777905495630385,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_54_32_747715_L3_left_C0,L3,C0,red,left,right,left,side,exponential,left,-0.06995889426831213,-0.02312221016544879,0.04683668410286334,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,red,left,right,left,side,10pct,left,-0.03813059650361539,-0.009012393057346345,0.029118203446269045,left,left,0,1,1,0,0.9,0.7,-0.20000000000000007
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,red,left,right,left,side,20pct,left,-0.08695399604737758,-0.04088345795869827,0.04607053808867931,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,red,left,right,left,side,30pct,left,-0.12508443418890236,-0.07518548559397459,0.04989894859492777,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,red,left,right,left,side,40pct,left,-0.14435139521956442,-0.09950769245624543,0.04484370276331899,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,red,left,right,left,side,100pct,left,-0.12557417601346968,-0.14428330212831494,-0.018709126114845265,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,red,left,right,left,side,flat,left,-0.013952686223718853,-0.016031478014257215,-0.002078791790538362,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,red,left,right,left,side,linear,left,-0.024826898872852325,-0.021967137522167626,0.002859761350684699,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,red,left,right,left,side,exponential,left,-0.03195556564734337,-0.022927818390781875,0.009027747256561497,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,red,left,right,left,side,10pct,left,-0.04408965827897191,-0.019916487950831657,0.024173170328140255,left,left,0,1,1,0,0.8,1.0,0.19999999999999996
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,red,left,right,left,side,20pct,left,-0.112970176897943,-0.07444334411993624,0.03852683277800677,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,red,left,right,left,side,30pct,left,-0.15463234120979902,-0.09343157261610031,0.061200768593698704,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,red,left,right,left,side,40pct,left,-0.1534186193719506,-0.10068771224468946,0.052730907127261126,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,red,left,right,left,side,100pct,left,-0.11928594708442686,-0.11468038856983184,0.004605558514595015,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,red,left,right,left,side,flat,left,-0.01084417700767517,-0.010425489869984712,0.0004186871376904572,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,red,left,right,left,side,linear,left,-0.019258010590618307,-0.015056839901389495,0.004201170689228812,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,red,left,right,left,side,exponential,left,-0.02662738140178683,-0.01854711339319581,0.008080268008591022,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,red,right,left,right,side,10pct,right,-0.0005222283303737641,-0.008320867270231248,-0.007798638939857484,left,left,0,0,0,0,0.5,0.0,-0.5
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,red,right,left,right,side,20pct,right,-0.022090826183557514,-0.02784879431128502,-0.005757968127727508,left,left,0,0,0,0,0.1,0.0,-0.1
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,red,right,left,right,side,30pct,right,-0.04494538381695748,-0.049962672591209414,-0.005017288774251935,left,left,0,0,0,0,0.1,0.0,-0.1
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,red,right,left,right,side,40pct,right,-0.04932549148797989,-0.06604139357805253,-0.016715902090072635,left,left,0,0,0,0,0.2,0.0,-0.2
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,red,right,left,right,side,100pct,right,-0.03865815773606301,-0.02202443778514863,0.016633719950914377,left,left,0,0,0,0,0.2,0.1,-0.1
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,red,right,left,right,side,flat,right,-0.004832269717007876,-0.002753054723143579,0.002079214993864297,left,left,0,0,0,0,0.2,0.1,-0.1
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,red,right,left,right,side,linear,right,-0.008291047252714635,-0.005691498766342801,0.0025995484863718336,left,left,0,0,0,0,0.2,0.0,-0.2
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,red,right,left,right,side,exponential,right,-0.00994930082982825,-0.009315118802880116,0.0006341820269481352,left,left,0,0,0,0,0.1,0.0,-0.1
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,red,right,left,right,side,10pct,right,0.01711127154529095,-0.010930172502994539,-0.028041444048285485,right,left,1,1,0,-1,0.8,0.1,-0.7000000000000001
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,red,right,left,right,side,20pct,right,0.00885227754712105,-0.014601966291666033,-0.02345424383878708,right,left,1,1,0,-1,0.6,0.1,-0.5
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,red,right,left,right,side,30pct,right,-0.00713110074400901,-0.00559737708419562,0.0015337236598133904,left,left,0,0,0,0,0.4,0.5,0.09999999999999998
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,red,right,left,right,side,40pct,right,-0.03590730845928192,0.014465519636869432,0.050372828096151345,left,right,1,0,1,1,0.2,0.8,0.6000000000000001
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,red,right,left,right,side,100pct,right,-0.14823141768574713,0.013719953596591944,0.16195137128233908,left,right,1,0,1,1,0.0,0.7,0.7
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,red,right,left,right,side,flat,right,-0.01647015752063857,0.001524439288510216,0.017994596809148784,left,right,1,0,1,1,0.0,0.7,0.7
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,red,right,left,right,side,linear,right,-0.015992356505658896,0.003463708758354188,0.019456065264013084,left,right,1,0,1,1,0.0,0.7,0.7
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,red,right,left,right,side,exponential,right,-0.011161283584622657,0.0015894529358316245,0.01275073652045428,left,right,1,0,1,1,0.1,0.7,0.6
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,red,right,left,right,side,10pct,right,-0.060093780141323806,-0.031956055182963614,0.028137724958360193,left,left,0,0,0,0,0.0,0.0,0.0
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,red,right,left,right,side,20pct,right,-0.06165864083915949,-0.007081128135323529,0.05457751270383596,left,left,0,0,0,0,0.0,0.2,0.2
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,red,right,left,right,side,30pct,right,-0.08039351086132228,0.006140767559409139,0.08653427842073141,left,right,1,0,1,1,0.0,0.6,0.6
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,red,right,left,right,side,40pct,right,-0.10713952302932739,0.02067117176949978,0.12781069479882717,left,right,1,0,1,1,0.0,1.0,1.0
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,red,right,left,right,side,100pct,right,-0.20666650384664534,0.031905251741409305,0.23857175558805466,left,right,1,0,1,1,0.0,1.0,1.0
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,red,right,left,right,side,flat,right,-0.020666650384664535,0.0031905251741409305,0.023857175558805465,left,right,1,0,1,1,0.0,1.0,1.0
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,red,right,left,right,side,linear,right,-0.02460114294832403,0.00384849800304933,0.02844964095137336,left,right,1,0,1,1,0.0,1.0,1.0
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,red,right,left,right,side,exponential,right,-0.02754280204555109,0.0012715048720580435,0.028814306917609132,left,right,1,0,1,1,0.0,0.5,0.5
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,blue,left,left,right,side,10pct,left,-0.0937844976782799,-0.020647830516099933,0.07313666716217997,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,blue,left,left,right,side,20pct,left,-0.17712055034935476,-0.04838771000504495,0.12873284034430982,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,blue,left,left,right,side,30pct,left,-0.24368893150240184,-0.07898792810738087,0.16470100339502097,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,blue,left,left,right,side,40pct,left,-0.28717041462659837,-0.10821677446365358,0.1789536401629448,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,blue,left,left,right,side,100pct,left,-0.4260872222483158,-0.1834147609770298,0.242672461271286,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,blue,left,left,right,side,flat,left,-0.053260902781039475,-0.022926845122128725,0.03033405765891075,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,blue,left,left,right,side,linear,left,-0.07471886773904164,-0.029660092107951643,0.045058775631089995,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,blue,left,left,right,side,exponential,left,-0.08620611029522944,-0.03119623942427011,0.055009870870959335,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,blue,left,left,right,side,10pct,left,-0.05419772565364838,-0.0167479457706213,0.037449779883027084,left,left,0,1,1,0,1.0,0.9,-0.09999999999999998
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,blue,left,left,right,side,20pct,left,-0.12394631996750831,-0.07499183654785158,0.04895448341965673,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,blue,left,left,right,side,30pct,left,-0.17509493228048084,-0.12617749068886042,0.048917441591620425,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,blue,left,left,right,side,40pct,left,-0.1968080024421215,-0.1463740396499634,0.05043396279215809,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,blue,left,left,right,side,100pct,left,-0.14803015068173409,-0.11156185716390613,0.03646829351782796,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,blue,left,left,right,side,flat,left,-0.016447794520192675,-0.012395761907100681,0.004052032613091994,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,blue,left,left,right,side,linear,left,-0.031962830043501325,-0.023380883865886264,0.008581946177615062,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,blue,left,left,right,side,exponential,left,-0.042786510954284686,-0.029030963656259255,0.01375554729802543,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,blue,left,left,right,side,10pct,left,-0.034448433034121984,-0.03672571834176779,-0.0022772853076458086,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,blue,left,left,right,side,20pct,left,-0.11950667103752494,-0.1265036775916815,-0.006997006554156554,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,blue,left,left,right,side,30pct,left,-0.18883346590213473,-0.15719729125499726,0.03163617464713747,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,blue,left,left,right,side,40pct,left,-0.21034378863871098,-0.14773779485374688,0.06260599378496409,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,blue,left,left,right,side,100pct,left,-0.15017307847738265,-0.14175471216440197,0.00841836631298068,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,blue,left,left,right,side,flat,left,-0.015017307847738266,-0.014175471216440198,0.000841836631298068,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,blue,left,left,right,side,linear,left,-0.026330547874624077,-0.024261872307820762,0.002068675566803315,left,left,0,1,1,0,1.0,1.0,0.0
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,blue,left,left,right,side,exponential,left,-0.03452364287904057,-0.031430776917803604,0.0030928659612369652,left,left,0,1,1,0,1.0,1.0,0.0
