episode_id,layout_id,condition,target_color,target_side_base,target_side_exterior_original,blue_block_side_base,red_block_side_base,chunk_index,phase,start,stop,executed_steps,progress_pregrasp,progress_full,seed,visual_condition,prompt_family,first_prompt,second_prompt,energy_first,energy_second,margin_first_minus_second,cartesian_x,cartesian_y,cartesian_z
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,7,pregrasp,112,116,4,1.0,0.8467153284671532,4,exterior_hflip,color,pick up the blue block,pick up the red block,0.22968563437461853,0.24150264263153076,-0.011817008256912231,0.6417282819747925,-0.03998956084251404,0.18965116143226624
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,7,pregrasp,112,116,4,1.0,0.8467153284671532,4,exterior_hflip,side,pick up the left block,pick up the right block,0.2259666621685028,0.2545703649520874,-0.028603702783584595,0.6417282819747925,-0.03998956084251404,0.18965116143226624
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,7,pregrasp,112,116,4,1.0,0.8467153284671532,5,exterior_hflip,color,pick up the blue block,pick up the red block,0.17351874709129333,0.18006232380867004,-0.006543576717376709,0.6417282819747925,-0.03998956084251404,0.18965116143226624
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,7,pregrasp,112,116,4,1.0,0.8467153284671532,5,exterior_hflip,side,pick up the left block,pick up the right block,0.16806645691394806,0.18487344682216644,-0.016806989908218384,0.6417282819747925,-0.03998956084251404,0.18965116143226624
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,7,pregrasp,112,116,4,1.0,0.8467153284671532,6,exterior_hflip,color,pick up the blue block,pick up the red block,0.2837832272052765,0.3052041530609131,-0.021420925855636597,0.6417282819747925,-0.03998956084251404,0.18965116143226624
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,7,pregrasp,112,116,4,1.0,0.8467153284671532,6,exterior_hflip,side,pick up the left block,pick up the right block,0.2823322117328644,0.3095608949661255,-0.02722868323326111,0.6417282819747925,-0.03998956084251404,0.18965116143226624
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,7,pregrasp,112,116,4,1.0,0.8467153284671532,7,exterior_hflip,color,pick up the blue block,pick up the red block,0.25940436124801636,0.27169832587242126,-0.012293964624404907,0.6417282819747925,-0.03998956084251404,0.18965116143226624
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,7,pregrasp,112,116,4,1.0,0.8467153284671532,7,exterior_hflip,side,pick up the left block,pick up the right block,0.25839945673942566,0.2839997708797455,-0.025600314140319824,0.6417282819747925,-0.03998956084251404,0.18965116143226624
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,7,pregrasp,112,116,4,1.0,0.8467153284671532,8,exterior_hflip,color,pick up the blue block,pick up the red block,0.17495368421077728,0.18787667155265808,-0.012922987341880798,0.6417282819747925,-0.03998956084251404,0.18965116143226624
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,7,pregrasp,112,116,4,1.0,0.8467153284671532,8,exterior_hflip,side,pick up the left block,pick up the right block,0.1741194874048233,0.19592790305614471,-0.02180841565132141,0.6417282819747925,-0.03998956084251404,0.18965116143226624
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,7,pregrasp,112,116,4,1.0,0.8467153284671532,9,exterior_hflip,color,pick up the blue block,pick up the red block,0.27685508131980896,0.3113190531730652,-0.034463971853256226,0.6417282819747925,-0.03998956084251404,0.18965116143226624
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,7,pregrasp,112,116,4,1.0,0.8467153284671532,9,exterior_hflip,side,pick up the left block,pick up the right block,0.2823529839515686,0.31507188081741333,-0.03271889686584473,0.6417282819747925,-0.03998956084251404,0.18965116143226624
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,0,exterior_hflip,color,pick up the blue block,pick up the red block,0.266544908285141,0.27401989698410034,-0.007474988698959351,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,0,exterior_hflip,side,pick up the left block,pick up the right block,0.268459677696228,0.28312456607818604,-0.014664888381958008,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,1,exterior_hflip,color,pick up the blue block,pick up the red block,0.28185489773750305,0.2867943048477173,-0.004939407110214233,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,1,exterior_hflip,side,pick up the left block,pick up the right block,0.2841486930847168,0.2990221083164215,-0.014873415231704712,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,2,exterior_hflip,color,pick up the blue block,pick up the red block,0.29416340589523315,0.3187562823295593,-0.024592876434326172,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,2,exterior_hflip,side,pick up the left block,pick up the right block,0.30720508098602295,0.3171064555644989,-0.009901374578475952,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,3,exterior_hflip,color,pick up the blue block,pick up the red block,0.23958969116210938,0.24554048478603363,-0.005950793623924255,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,3,exterior_hflip,side,pick up the left block,pick up the right block,0.24549514055252075,0.24655774235725403,-0.0010626018047332764,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,4,exterior_hflip,color,pick up the blue block,pick up the red block,0.2909819781780243,0.3057517409324646,-0.014769762754440308,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,4,exterior_hflip,side,pick up the left block,pick up the right block,0.29975825548171997,0.30241674184799194,-0.0026584863662719727,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,5,exterior_hflip,color,pick up the blue block,pick up the red block,0.3239284157752991,0.3378036320209503,-0.013875216245651245,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,5,exterior_hflip,side,pick up the left block,pick up the right block,0.3335714042186737,0.34135735034942627,-0.0077859461307525635,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,6,exterior_hflip,color,pick up the blue block,pick up the red block,0.2823202610015869,0.28868722915649414,-0.0063669681549072266,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,6,exterior_hflip,side,pick up the left block,pick up the right block,0.28634506464004517,0.3028947412967682,-0.016549676656723022,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,7,exterior_hflip,color,pick up the blue block,pick up the red block,0.304799348115921,0.31403788924217224,-0.00923854112625122,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,7,exterior_hflip,side,pick up the left block,pick up the right block,0.3067151606082916,0.3236960768699646,-0.016980916261672974,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,8,exterior_hflip,color,pick up the blue block,pick up the red block,0.2776162326335907,0.2787168622016907,-0.0011006295680999756,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,8,exterior_hflip,side,pick up the left block,pick up the right block,0.27583757042884827,0.2956266701221466,-0.01978909969329834,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,9,exterior_hflip,color,pick up the blue block,pick up the red block,0.3012827932834625,0.3091675341129303,-0.007884740829467773,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,8,postgrasp,116,132,16,1.0,0.9635036496350365,9,exterior_hflip,side,pick up the left block,pick up the right block,0.30733799934387207,0.3188328444957733,-0.011494845151901245,0.6422008275985718,-0.04016907513141632,0.19009041786193848
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,0,exterior_hflip,color,pick up the blue block,pick up the red block,0.28595566749572754,0.3062668442726135,-0.020311176776885986,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,0,exterior_hflip,side,pick up the left block,pick up the right block,0.29255396127700806,0.3012252151966095,-0.00867125391960144,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,1,exterior_hflip,color,pick up the blue block,pick up the red block,0.21544428169727325,0.22743214666843414,-0.011987864971160889,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,1,exterior_hflip,side,pick up the left block,pick up the right block,0.2235424965620041,0.22474253177642822,-0.0012000352144241333,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,2,exterior_hflip,color,pick up the blue block,pick up the red block,0.20401372015476227,0.21606899797916412,-0.012055277824401855,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,2,exterior_hflip,side,pick up the left block,pick up the right block,0.2066478282213211,0.21167214214801788,-0.005024313926696777,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,3,exterior_hflip,color,pick up the blue block,pick up the red block,0.22887443006038666,0.24629977345466614,-0.01742534339427948,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,3,exterior_hflip,side,pick up the left block,pick up the right block,0.23561613261699677,0.23765839636325836,-0.0020422637462615967,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,4,exterior_hflip,color,pick up the blue block,pick up the red block,0.29745033383369446,0.32270291447639465,-0.025252580642700195,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,4,exterior_hflip,side,pick up the left block,pick up the right block,0.29740363359451294,0.30194589495658875,-0.004542261362075806,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,5,exterior_hflip,color,pick up the blue block,pick up the red block,0.24765729904174805,0.24849531054496765,-0.0008380115032196045,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,5,exterior_hflip,side,pick up the left block,pick up the right block,0.2450440376996994,0.2564239203929901,-0.01137988269329071,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,6,exterior_hflip,color,pick up the blue block,pick up the red block,0.19839732348918915,0.20259332656860352,-0.004196003079414368,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,6,exterior_hflip,side,pick up the left block,pick up the right block,0.1988930106163025,0.20716364681720734,-0.008270636200904846,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,7,exterior_hflip,color,pick up the blue block,pick up the red block,0.20191790163516998,0.2088385671377182,-0.006920665502548218,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,7,exterior_hflip,side,pick up the left block,pick up the right block,0.20215752720832825,0.20578595995903015,-0.0036284327507019043,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,8,exterior_hflip,color,pick up the blue block,pick up the red block,0.17302261292934418,0.18415500223636627,-0.011132389307022095,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,8,exterior_hflip,side,pick up the left block,pick up the right block,0.17907685041427612,0.1802300661802292,-0.001153215765953064,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,9,exterior_hflip,color,pick up the blue block,pick up the red block,0.1780720204114914,0.18043674528598785,-0.00236472487449646,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_22_202653_L1_right_C0,L1,C0,blue,right,left,right,left,9,postgrasp,132,137,5,1.0,1.0,9,exterior_hflip,side,pick up the left block,pick up the right block,0.1724521517753601,0.18003717064857483,-0.007585018873214722,0.6422070860862732,-0.04016834869980812,0.1900949776172638
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,0,exterior_hflip,color,pick up the blue block,pick up the red block,0.3986890912055969,0.3096756637096405,0.08901342749595642,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,0,exterior_hflip,side,pick up the left block,pick up the right block,0.37737664580345154,0.3495015501976013,0.02787509560585022,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,1,exterior_hflip,color,pick up the blue block,pick up the red block,0.3749559223651886,0.3172905743122101,0.057665348052978516,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,1,exterior_hflip,side,pick up the left block,pick up the right block,0.3676346242427826,0.33563464879989624,0.03199997544288635,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,2,exterior_hflip,color,pick up the blue block,pick up the red block,0.42707589268684387,0.37813517451286316,0.04894071817398071,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,2,exterior_hflip,side,pick up the left block,pick up the right block,0.423979789018631,0.40268588066101074,0.02129390835762024,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,3,exterior_hflip,color,pick up the blue block,pick up the red block,0.35536402463912964,0.28655973076820374,0.0688042938709259,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,3,exterior_hflip,side,pick up the left block,pick up the right block,0.33727654814720154,0.32192230224609375,0.015354245901107788,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,4,exterior_hflip,color,pick up the blue block,pick up the red block,0.3736027479171753,0.3332439661026001,0.040358781814575195,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,4,exterior_hflip,side,pick up the left block,pick up the right block,0.3624194264411926,0.36754947900772095,-0.00513005256652832,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,5,exterior_hflip,color,pick up the blue block,pick up the red block,0.3412426710128784,0.28201669454574585,0.05922597646713257,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,5,exterior_hflip,side,pick up the left block,pick up the right block,0.33624643087387085,0.352996289730072,-0.016749858856201172,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,6,exterior_hflip,color,pick up the blue block,pick up the red block,0.42568784952163696,0.3531316816806793,0.07255616784095764,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,6,exterior_hflip,side,pick up the left block,pick up the right block,0.4205741286277771,0.3872603476047516,0.03331378102302551,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,7,exterior_hflip,color,pick up the blue block,pick up the red block,0.4314780533313751,0.3735544681549072,0.057923585176467896,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,7,exterior_hflip,side,pick up the left block,pick up the right block,0.40675097703933716,0.4458709955215454,-0.03912001848220825,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,8,exterior_hflip,color,pick up the blue block,pick up the red block,0.3580077290534973,0.24531981348991394,0.11268791556358337,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,8,exterior_hflip,side,pick up the left block,pick up the right block,0.34808894991874695,0.2994875907897949,0.048601359128952026,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,9,exterior_hflip,color,pick up the blue block,pick up the red block,0.4172290563583374,0.37517333030700684,0.042055726051330566,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,0,pregrasp,0,16,16,0.125,0.10738255033557047,9,exterior_hflip,side,pick up the left block,pick up the right block,0.43574827909469604,0.38842880725860596,0.04731947183609009,0.3719290494918823,-0.02554915100336075,0.47799262404441833
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,0,exterior_hflip,color,pick up the blue block,pick up the red block,0.17058204114437103,0.17209243774414062,-0.0015103965997695923,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,0,exterior_hflip,side,pick up the left block,pick up the right block,0.16616973280906677,0.14434607326984406,0.021823659539222717,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,1,exterior_hflip,color,pick up the blue block,pick up the red block,0.26543352007865906,0.28528615832328796,-0.019852638244628906,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,1,exterior_hflip,side,pick up the left block,pick up the right block,0.24763363599777222,0.24882648885250092,-0.0011928528547286987,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,2,exterior_hflip,color,pick up the blue block,pick up the red block,0.27307772636413574,0.3056017756462097,-0.032524049282073975,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,2,exterior_hflip,side,pick up the left block,pick up the right block,0.2648642659187317,0.25885531306266785,0.006008952856063843,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,3,exterior_hflip,color,pick up the blue block,pick up the red block,0.25171715021133423,0.29767853021621704,-0.04596138000488281,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,3,exterior_hflip,side,pick up the left block,pick up the right block,0.24225056171417236,0.26442214846611023,-0.022171586751937866,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,4,exterior_hflip,color,pick up the blue block,pick up the red block,0.21523517370224,0.21568962931632996,-0.0004544556140899658,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,4,exterior_hflip,side,pick up the left block,pick up the right block,0.19079537689685822,0.2023981660604477,-0.011602789163589478,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,5,exterior_hflip,color,pick up the blue block,pick up the red block,0.19539423286914825,0.20859621465206146,-0.013201981782913208,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,5,exterior_hflip,side,pick up the left block,pick up the right block,0.18749211728572845,0.18632028996944427,0.0011718273162841797,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,6,exterior_hflip,color,pick up the blue block,pick up the red block,0.2158036231994629,0.2119152992963791,0.0038883239030838013,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,6,exterior_hflip,side,pick up the left block,pick up the right block,0.2086358219385147,0.1989046335220337,0.009731188416481018,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,7,exterior_hflip,color,pick up the blue block,pick up the red block,0.20799753069877625,0.20172777771949768,0.0062697529792785645,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,7,exterior_hflip,side,pick up the left block,pick up the right block,0.19128526747226715,0.1879591941833496,0.0033260732889175415,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,8,exterior_hflip,color,pick up the blue block,pick up the red block,0.26675158739089966,0.2970331907272339,-0.03028160333633423,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,8,exterior_hflip,side,pick up the left block,pick up the right block,0.25390106439590454,0.2660166919231415,-0.012115627527236938,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,9,exterior_hflip,color,pick up the blue block,pick up the red block,0.21750779449939728,0.243104487657547,-0.02559669315814972,0.4010154902935028,-0.07378287613391876,0.4381638169288635
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,left,right,left,1,pregrasp,16,32,16,0.25,0.21476510067114093,9,exterior_hflip,side,pick up the left block,pick up the right block,0.20943734049797058,0.22335383296012878,-0.013916492462158203,0.4010154902935028,-0.07378287613391876,0.4381638169288635
